2020/11/04 20:14:06.797 [D] [value.go:475]  ---- 请求到达
2020/11/05 19:20:20.360 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:20:20.410 [D] [server.go:2843]  |      127.0.0.1|[42m 200 [0m|   224.3989ms|   match|[46m POST    [0m /add/permission   r:/add/permission
2020/11/05 19:20:58.244 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:20:58.244 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:20:58.246 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:20:58.251 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:20:58.256 [D] [permission.go:30]  ---- 开始获取数据库连接 ----
2020/11/05 19:20:58.258 [D] [permission.go:38]  ---- query sql:select id from fd_permission where permission_name = ?
2020/11/05 19:20:58.260 [D] [permission.go:50]  ---- 开始获取数据库连接 ----
2020/11/05 19:20:58.261 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:20:58.263 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:20:58.264 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:20:58.265 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:20:58.267 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:20:58.267 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:20:58.268 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:20:58.272 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:20:58.314 [D] [server.go:2843]  |      127.0.0.1|[42m 200 [0m|      70.81ms|   match|[46m POST    [0m /add/permission   r:/add/permission
2020/11/05 19:21:15.693 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:21:15.694 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:21:15.694 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:21:15.703 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:21:15.704 [D] [permission.go:30]  ---- 开始获取数据库连接 ----
2020/11/05 19:21:15.706 [D] [permission.go:38]  ---- query sql:select id from fd_permission where permission_name = ?
2020/11/05 19:21:15.709 [D] [permission.go:50]  ---- 开始获取数据库连接 ----
2020/11/05 19:21:15.709 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:21:15.710 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:21:15.712 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:21:15.714 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:21:15.716 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:21:15.716 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:21:15.717 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:21:15.719 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:21:15.763 [D] [server.go:2843]  |      127.0.0.1|[42m 200 [0m|     69.814ms|   match|[46m POST    [0m /add/permission   r:/add/permission
2020/11/05 19:21:26.598 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:21:26.599 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:21:26.599 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:21:26.607 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:21:26.612 [D] [permission.go:30]  ---- 开始获取数据库连接 ----
2020/11/05 19:21:26.613 [D] [permission.go:38]  ---- query sql:select id from fd_permission where permission_name = ?
2020/11/05 19:21:26.615 [D] [permission.go:50]  ---- 开始获取数据库连接 ----
2020/11/05 19:21:26.616 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:21:26.616 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:21:26.618 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:21:26.621 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:21:26.622 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:21:26.623 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:21:26.624 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:21:26.628 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:21:26.671 [D] [server.go:2843]  |      127.0.0.1|[42m 200 [0m|    72.8104ms|   match|[46m POST    [0m /add/permission   r:/add/permission
2020/11/05 19:21:42.446 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:21:42.446 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:21:42.446 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:21:42.448 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:21:42.457 [D] [permission.go:30]  ---- 开始获取数据库连接 ----
2020/11/05 19:21:42.459 [D] [permission.go:38]  ---- query sql:select id from fd_permission where permission_name = ?
2020/11/05 19:21:42.461 [D] [permission.go:50]  ---- 开始获取数据库连接 ----
2020/11/05 19:21:42.461 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:21:42.464 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:21:42.465 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:21:42.467 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:21:42.469 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:21:42.476 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:21:42.477 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:21:42.480 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:21:42.531 [D] [server.go:2843]  |      127.0.0.1|[42m 200 [0m|    84.7731ms|   match|[46m POST    [0m /add/permission   r:/add/permission
2020/11/05 19:21:56.549 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:21:56.549 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:21:56.550 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:21:56.552 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:21:56.554 [D] [permission.go:30]  ---- 开始获取数据库连接 ----
2020/11/05 19:21:56.556 [D] [permission.go:38]  ---- query sql:select id from fd_permission where permission_name = ?
2020/11/05 19:21:56.559 [D] [permission.go:50]  ---- 开始获取数据库连接 ----
2020/11/05 19:21:56.559 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:21:56.562 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:21:56.563 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:21:56.564 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:21:56.571 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:21:56.572 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:21:56.574 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:21:56.576 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:21:56.625 [D] [server.go:2843]  |      127.0.0.1|[42m 200 [0m|    75.7879ms|   match|[46m POST    [0m /add/permission   r:/add/permission
2020/11/05 19:22:00.550 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:22:00.551 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:22:00.551 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:22:00.553 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:22:00.560 [D] [permission.go:69]  ---- 开始获取数据库连接 ----
2020/11/05 19:22:00.592 [D] [server.go:2843]  |      127.0.0.1|[42m 200 [0m|    42.5917ms|   match|[41m DELETE  [0m /del/permission   r:/del/permission
2020/11/05 19:22:10.297 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:22:10.297 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:22:10.297 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:22:10.299 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:22:10.306 [D] [permission.go:107]  ---- 开始获取数据库连接 ----
2020/11/05 19:22:10.309 [D] [server.go:2843]  |      127.0.0.1|[42m 200 [0m|    11.9789ms|   match|[44m GET     [0m /get/permission   r:/get/permission
2020/11/05 19:22:20.603 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:22:20.604 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:22:20.605 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:22:20.610 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:22:20.615 [D] [permission.go:131]  ---- 开始获取数据库连接 ----
2020/11/05 19:22:20.619 [D] [server.go:2843]  |      127.0.0.1|[42m 200 [0m|    15.9842ms|   match|[46m POST    [0m /get/permissions   r:/get/permissions
2020/11/05 19:47:49.856 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:47:49.856 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:47:49.857 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:47:49.857 [D] [storage.go:51]  ---- 开始获取配置文件信息redis信息 ----
2020/11/05 19:47:49.857 [D] [storage.go:51]  ---- host:192.168.189.128,port:6379,pwd:redis@wcj,maxIdle:10,maxActive:100 ----
2020/11/05 19:47:49.999 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:47:50.000 [D] [permission.go:163]  ---- 开始获取数据库连接 ----
2020/11/05 19:47:50.000 [D] [storage.go:123]  ---- 开始获取配置文件中DB信息 ----
2020/11/05 19:47:50.000 [D] [storage.go:123]  user:root,password:520wcj,dbname:family_diary,maxIdle:10,maxConn:30
2020/11/05 19:47:50.013 [C] [panic.go:969]  the request url is  /get/permissionsTree
2020/11/05 19:47:50.014 [C] [panic.go:969]  Handler crashed with error runtime error: index out of range [0] with length 0
2020/11/05 19:47:50.015 [C] [panic.go:969]  D:/go/src/runtime/panic.go:969
2020/11/05 19:47:50.015 [C] [panic.go:969]  D:/go/src/runtime/panic.go:88
2020/11/05 19:47:50.015 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/models/permission.go:191
2020/11/05 19:47:50.015 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/models/permission.go:176
2020/11/05 19:47:50.016 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/controllers/permission.go:129
2020/11/05 19:47:50.016 [C] [panic.go:969]  D:/go/src/reflect/value.go:475
2020/11/05 19:47:50.016 [C] [panic.go:969]  D:/go/src/reflect/value.go:336
2020/11/05 19:47:50.016 [C] [panic.go:969]  D:/GoWorks/src/github.com/astaxie/beego/router.go:897
2020/11/05 19:47:50.016 [C] [panic.go:969]  D:/go/src/net/http/server.go:2843
2020/11/05 19:47:50.016 [C] [panic.go:969]  D:/go/src/net/http/server.go:1925
2020/11/05 19:47:50.017 [C] [panic.go:969]  D:/go/src/runtime/asm_amd64.s:1374
2020/11/05 19:49:05.002 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:49:05.003 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:49:05.004 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:49:05.008 [D] [storage.go:51]  ---- 开始获取配置文件信息redis信息 ----
2020/11/05 19:49:05.009 [D] [storage.go:51]  ---- host:192.168.189.128,port:6379,pwd:redis@wcj,maxIdle:10,maxActive:100 ----
2020/11/05 19:49:05.157 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:49:05.159 [D] [permission.go:129]  ==== 检查开始 ====
2020/11/05 19:49:05.159 [D] [permission.go:164]  ---- 开始获取数据库连接 ----
2020/11/05 19:49:05.162 [D] [storage.go:123]  ---- 开始获取配置文件中DB信息 ----
2020/11/05 19:49:05.162 [D] [storage.go:123]  user:root,password:520wcj,dbname:family_diary,maxIdle:10,maxConn:30
2020/11/05 19:49:05.175 [C] [panic.go:969]  the request url is  /get/permissionsTree
2020/11/05 19:49:05.176 [C] [panic.go:969]  Handler crashed with error runtime error: index out of range [0] with length 0
2020/11/05 19:49:05.176 [C] [panic.go:969]  D:/go/src/runtime/panic.go:969
2020/11/05 19:49:05.177 [C] [panic.go:969]  D:/go/src/runtime/panic.go:88
2020/11/05 19:49:05.178 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/models/permission.go:192
2020/11/05 19:49:05.178 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/models/permission.go:177
2020/11/05 19:49:05.179 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/controllers/permission.go:129
2020/11/05 19:49:05.179 [C] [panic.go:969]  D:/go/src/reflect/value.go:475
2020/11/05 19:49:05.179 [C] [panic.go:969]  D:/go/src/reflect/value.go:336
2020/11/05 19:49:05.186 [C] [panic.go:969]  D:/GoWorks/src/github.com/astaxie/beego/router.go:897
2020/11/05 19:49:05.187 [C] [panic.go:969]  D:/go/src/net/http/server.go:2843
2020/11/05 19:49:05.188 [C] [panic.go:969]  D:/go/src/net/http/server.go:1925
2020/11/05 19:49:05.188 [C] [panic.go:969]  D:/go/src/runtime/asm_amd64.s:1374
2020/11/05 19:49:37.676 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:49:37.677 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:49:37.678 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:49:37.682 [D] [storage.go:51]  ---- 开始获取配置文件信息redis信息 ----
2020/11/05 19:49:37.683 [D] [storage.go:51]  ---- host:192.168.189.128,port:6379,pwd:redis@wcj,maxIdle:10,maxActive:100 ----
2020/11/05 19:49:37.832 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:49:37.833 [D] [permission.go:163]  ---- 开始获取数据库连接 ----
2020/11/05 19:49:37.833 [D] [storage.go:123]  ---- 开始获取配置文件中DB信息 ----
2020/11/05 19:49:37.833 [D] [storage.go:123]  user:root,password:520wcj,dbname:family_diary,maxIdle:10,maxConn:30
2020/11/05 19:49:37.849 [D] [permission.go:129]  ==== 检查开始 ====
2020/11/05 19:49:37.852 [D] [permission.go:129]  ==== 检查结束 ====
2020/11/05 19:49:37.853 [C] [panic.go:969]  the request url is  /get/permissionsTree
2020/11/05 19:49:37.853 [C] [panic.go:969]  Handler crashed with error runtime error: index out of range [0] with length 0
2020/11/05 19:49:37.854 [C] [panic.go:969]  D:/go/src/runtime/panic.go:969
2020/11/05 19:49:37.855 [C] [panic.go:969]  D:/go/src/runtime/panic.go:88
2020/11/05 19:49:37.861 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/models/permission.go:192
2020/11/05 19:49:37.861 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/models/permission.go:177
2020/11/05 19:49:37.863 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/controllers/permission.go:129
2020/11/05 19:49:37.864 [C] [panic.go:969]  D:/go/src/reflect/value.go:475
2020/11/05 19:49:37.865 [C] [panic.go:969]  D:/go/src/reflect/value.go:336
2020/11/05 19:49:37.866 [C] [panic.go:969]  D:/GoWorks/src/github.com/astaxie/beego/router.go:897
2020/11/05 19:49:37.866 [C] [panic.go:969]  D:/go/src/net/http/server.go:2843
2020/11/05 19:49:37.867 [C] [panic.go:969]  D:/go/src/net/http/server.go:1925
2020/11/05 19:49:37.868 [C] [panic.go:969]  D:/go/src/runtime/asm_amd64.s:1374
2020/11/05 19:50:07.428 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:50:07.428 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:50:07.429 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:50:07.429 [D] [storage.go:51]  ---- 开始获取配置文件信息redis信息 ----
2020/11/05 19:50:07.441 [D] [storage.go:51]  ---- host:192.168.189.128,port:6379,pwd:redis@wcj,maxIdle:10,maxActive:100 ----
2020/11/05 19:50:07.591 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:50:07.592 [D] [permission.go:164]  ---- 开始获取数据库连接 ----
2020/11/05 19:50:07.592 [D] [storage.go:123]  ---- 开始获取配置文件中DB信息 ----
2020/11/05 19:50:07.592 [D] [storage.go:123]  user:root,password:520wcj,dbname:family_diary,maxIdle:10,maxConn:30
2020/11/05 19:50:07.610 [D] [permission.go:129]  ==== 检查开始 ====
2020/11/05 19:50:07.624 [D] [permission.go:129]  ==== 检查结束 ====
2020/11/05 19:50:07.632 [C] [panic.go:969]  the request url is  /get/permissionsTree
2020/11/05 19:50:07.642 [C] [panic.go:969]  Handler crashed with error runtime error: index out of range [0] with length 0
2020/11/05 19:50:07.642 [C] [panic.go:969]  D:/go/src/runtime/panic.go:969
2020/11/05 19:50:07.645 [C] [panic.go:969]  D:/go/src/runtime/panic.go:88
2020/11/05 19:50:07.655 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/models/permission.go:194
2020/11/05 19:50:07.656 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/models/permission.go:179
2020/11/05 19:50:07.656 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/controllers/permission.go:129
2020/11/05 19:50:07.659 [C] [panic.go:969]  D:/go/src/reflect/value.go:475
2020/11/05 19:50:07.659 [C] [panic.go:969]  D:/go/src/reflect/value.go:336
2020/11/05 19:50:07.660 [C] [panic.go:969]  D:/GoWorks/src/github.com/astaxie/beego/router.go:897
2020/11/05 19:50:07.662 [C] [panic.go:969]  D:/go/src/net/http/server.go:2843
2020/11/05 19:50:07.669 [C] [panic.go:969]  D:/go/src/net/http/server.go:1925
2020/11/05 19:50:07.670 [C] [panic.go:969]  D:/go/src/runtime/asm_amd64.s:1374
2020/11/05 19:50:31.553 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:50:31.554 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:50:31.556 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:50:31.560 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:50:31.561 [D] [permission.go:164]  ---- 开始获取数据库连接 ----
2020/11/05 19:50:31.562 [D] [permission.go:129]  ==== 检查开始 ====
2020/11/05 19:50:31.569 [D] [permission.go:129]  ==== 检查结束 ====
2020/11/05 19:50:31.570 [C] [panic.go:969]  the request url is  /get/permissionsTree
2020/11/05 19:50:31.570 [C] [panic.go:969]  Handler crashed with error runtime error: index out of range [0] with length 0
2020/11/05 19:50:31.571 [C] [panic.go:969]  D:/go/src/runtime/panic.go:969
2020/11/05 19:50:31.579 [C] [panic.go:969]  D:/go/src/runtime/panic.go:88
2020/11/05 19:50:31.579 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/models/permission.go:194
2020/11/05 19:50:31.580 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/models/permission.go:179
2020/11/05 19:50:31.581 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/controllers/permission.go:129
2020/11/05 19:50:31.581 [C] [panic.go:969]  D:/go/src/reflect/value.go:475
2020/11/05 19:50:31.582 [C] [panic.go:969]  D:/go/src/reflect/value.go:336
2020/11/05 19:50:31.583 [C] [panic.go:969]  D:/GoWorks/src/github.com/astaxie/beego/router.go:897
2020/11/05 19:50:31.583 [C] [panic.go:969]  D:/go/src/net/http/server.go:2843
2020/11/05 19:50:31.584 [C] [panic.go:969]  D:/go/src/net/http/server.go:1925
2020/11/05 19:50:31.584 [C] [panic.go:969]  D:/go/src/runtime/asm_amd64.s:1374
2020/11/05 19:50:40.009 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:50:40.010 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:50:40.010 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:50:40.010 [D] [storage.go:51]  ---- 开始获取配置文件信息redis信息 ----
2020/11/05 19:50:40.010 [D] [storage.go:51]  ---- host:192.168.189.128,port:6379,pwd:redis@wcj,maxIdle:10,maxActive:100 ----
2020/11/05 19:50:40.165 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:50:40.166 [D] [permission.go:163]  ---- 开始获取数据库连接 ----
2020/11/05 19:50:40.167 [D] [storage.go:123]  ---- 开始获取配置文件中DB信息 ----
2020/11/05 19:50:40.170 [D] [storage.go:123]  user:root,password:520wcj,dbname:family_diary,maxIdle:10,maxConn:30
2020/11/05 19:50:40.185 [D] [permission.go:129]  ==== 检查开始 ====
2020/11/05 19:50:40.192 [C] [panic.go:969]  the request url is  /get/permissionsTree
2020/11/05 19:50:40.193 [C] [panic.go:969]  Handler crashed with error runtime error: index out of range [0] with length 0
2020/11/05 19:50:40.196 [C] [panic.go:969]  D:/go/src/runtime/panic.go:969
2020/11/05 19:50:40.198 [C] [panic.go:969]  D:/go/src/runtime/panic.go:88
2020/11/05 19:50:40.198 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/models/permission.go:193
2020/11/05 19:50:40.198 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/models/permission.go:177
2020/11/05 19:50:40.200 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/controllers/permission.go:129
2020/11/05 19:50:40.201 [C] [panic.go:969]  D:/go/src/reflect/value.go:475
2020/11/05 19:50:40.201 [C] [panic.go:969]  D:/go/src/reflect/value.go:336
2020/11/05 19:50:40.201 [C] [panic.go:969]  D:/GoWorks/src/github.com/astaxie/beego/router.go:897
2020/11/05 19:50:40.204 [C] [panic.go:969]  D:/go/src/net/http/server.go:2843
2020/11/05 19:50:40.211 [C] [panic.go:969]  D:/go/src/net/http/server.go:1925
2020/11/05 19:50:40.213 [C] [panic.go:969]  D:/go/src/runtime/asm_amd64.s:1374
2020/11/05 19:51:41.681 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:51:41.681 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:51:41.682 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:51:41.682 [D] [storage.go:51]  ---- 开始获取配置文件信息redis信息 ----
2020/11/05 19:51:41.694 [D] [storage.go:51]  ---- host:192.168.189.128,port:6379,pwd:redis@wcj,maxIdle:10,maxActive:100 ----
2020/11/05 19:51:42.031 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:51:42.032 [D] [permission.go:164]  ---- 开始获取数据库连接 ----
2020/11/05 19:51:42.032 [D] [storage.go:123]  ---- 开始获取配置文件中DB信息 ----
2020/11/05 19:51:42.032 [D] [storage.go:123]  user:root,password:520wcj,dbname:family_diary,maxIdle:10,maxConn:30
2020/11/05 19:51:42.059 [D] [permission.go:177]  ==== 检查开始 ====
2020/11/05 19:51:42.060 [C] [panic.go:969]  the request url is  /get/permissionsTree
2020/11/05 19:51:42.060 [C] [panic.go:969]  Handler crashed with error runtime error: index out of range [0] with length 0
2020/11/05 19:51:42.061 [C] [panic.go:969]  D:/go/src/runtime/panic.go:969
2020/11/05 19:51:42.062 [C] [panic.go:969]  D:/go/src/runtime/panic.go:88
2020/11/05 19:51:42.062 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/models/permission.go:194
2020/11/05 19:51:42.063 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/models/permission.go:177
2020/11/05 19:51:42.063 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/controllers/permission.go:129
2020/11/05 19:51:42.063 [C] [panic.go:969]  D:/go/src/reflect/value.go:475
2020/11/05 19:51:42.065 [C] [panic.go:969]  D:/go/src/reflect/value.go:336
2020/11/05 19:51:42.065 [C] [panic.go:969]  D:/GoWorks/src/github.com/astaxie/beego/router.go:897
2020/11/05 19:51:42.065 [C] [panic.go:969]  D:/go/src/net/http/server.go:2843
2020/11/05 19:51:42.066 [C] [panic.go:969]  D:/go/src/net/http/server.go:1925
2020/11/05 19:51:42.066 [C] [panic.go:969]  D:/go/src/runtime/asm_amd64.s:1374
2020/11/05 19:54:58.280 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:54:58.281 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:54:58.282 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:54:58.291 [D] [storage.go:51]  ---- 开始获取配置文件信息redis信息 ----
2020/11/05 19:54:58.291 [D] [storage.go:51]  ---- host:192.168.189.128,port:6379,pwd:redis@wcj,maxIdle:10,maxActive:100 ----
2020/11/05 19:54:58.437 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:54:58.437 [D] [permission.go:164]  ---- 开始获取数据库连接 ----
2020/11/05 19:54:58.438 [D] [storage.go:123]  ---- 开始获取配置文件中DB信息 ----
2020/11/05 19:54:58.438 [D] [storage.go:123]  user:root,password:520wcj,dbname:family_diary,maxIdle:10,maxConn:30
2020/11/05 19:54:58.452 [D] [permission.go:177]  ==== 检查开始 ====
2020/11/05 19:54:58.452 [C] [panic.go:969]  the request url is  /get/permissionsTree
2020/11/05 19:54:58.452 [C] [panic.go:969]  Handler crashed with error runtime error: index out of range [0] with length 0
2020/11/05 19:54:58.453 [C] [panic.go:969]  D:/go/src/runtime/panic.go:969
2020/11/05 19:54:58.453 [C] [panic.go:969]  D:/go/src/runtime/panic.go:88
2020/11/05 19:54:58.455 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/models/permission.go:194
2020/11/05 19:54:58.455 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/models/permission.go:177
2020/11/05 19:54:58.456 [C] [panic.go:969]  D:/GoWorks/FamilyDiary/controllers/permission.go:129
2020/11/05 19:54:58.456 [C] [panic.go:969]  D:/go/src/reflect/value.go:475
2020/11/05 19:54:58.458 [C] [panic.go:969]  D:/go/src/reflect/value.go:336
2020/11/05 19:54:58.458 [C] [panic.go:969]  D:/GoWorks/src/github.com/astaxie/beego/router.go:897
2020/11/05 19:54:58.458 [C] [panic.go:969]  D:/go/src/net/http/server.go:2843
2020/11/05 19:54:58.458 [C] [panic.go:969]  D:/go/src/net/http/server.go:1925
2020/11/05 19:54:58.458 [C] [panic.go:969]  D:/go/src/runtime/asm_amd64.s:1374
2020/11/05 19:58:07.251 [D] [cache.go:10]  ---- get redis starting ----
2020/11/05 19:58:07.251 [D] [cache.go:25]  ---- 开始获取redis连接 ----
2020/11/05 19:58:07.251 [D] [storage.go:35]  ---- 开始获取redis连接池 ----
2020/11/05 19:58:07.252 [D] [storage.go:51]  ---- 开始获取配置文件信息redis信息 ----
2020/11/05 19:58:07.261 [D] [storage.go:51]  ---- host:192.168.189.128,port:6379,pwd:redis@wcj,maxIdle:10,maxActive:100 ----
2020/11/05 19:58:07.408 [D] [cache.go:10]  ---- get redis val:admin ----
2020/11/05 19:58:07.409 [D] [permission.go:164]  ---- 开始获取数据库连接 ----
2020/11/05 19:58:07.409 [D] [storage.go:123]  ---- 开始获取配置文件中DB信息 ----
2020/11/05 19:58:07.409 [D] [storage.go:123]  user:root,password:520wcj,dbname:family_diary,maxIdle:10,maxConn:30
2020/11/05 19:58:07.420 [D] [permission.go:177]  ==== 检查开始 ====
2020/11/05 19:58:07.421 [C] [panic.go:969]  the request url is  /get/permissionsTree
2020/11/05 19:58:07.421 [C] [panic.go:969]  Handler crashed with error runtime error: index out of range [0] with length 0
2020/11/05 19:58:07.422 [C] [panic.go:969]  D:/go/src/runtime/panic.go:969
2020/11/05 19:58:07.429 [C] [panic.go:969]  D:/go/src/runtime/panic.go:88
